group,contributor,consent,gender,education,age,australia,validation,image_name,choice,reason,certainty,plot_order,time_taken,start_time,end_time,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_cities_9_hex.png,1,trend,3,4,22.8901825,2019-12-04 23:42:28,2019-12-04 23:42:51,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_three_8_geo.png,2,clusters,3,5,21.26051474,2019-12-04 23:42:51,2019-12-04 23:43:12,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_three_5_hex.png,10,trend,3,6,27.23959684,2019-12-04 23:43:12,2019-12-04 23:43:40,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_three_9_geo.png,9,consistent,3,7,29.36684585,2019-12-04 23:43:40,2019-12-04 23:44:09,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_nwse_6_geo.png,5,consistent,3,8,27.98345232,2019-12-04 23:44:09,2019-12-04 23:44:37,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_nwse_3_hex.png,1,trend,3,9,14.74929261,2019-12-04 23:44:37,2019-12-04 23:44:52,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_nwse_2_hex.png,2,trend,3,10,16.68343639,2019-12-04 23:44:52,2019-12-04 23:45:08,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_nwse_5_geo.png,12,consistent,3,11,16.48512125,2019-12-04 23:45:08,2019-12-04 23:45:25,
B,45161977,Consented,He,High School,55+,No,rmTpaWW,aus_cities_4_geo.png,5,consistent,3,12,30.96646571,2019-12-04 23:45:25,2019-12-04 23:45:56,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_three_12_geo.png,2,clusters,5,1,1.129766476,2019-12-04 23:39:49,2019-12-04 23:40:56,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_nwse_2_geo.png,7,trend,5,2,55.60210562,2019-12-04 23:40:56,2019-12-04 23:41:52,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_three_5_geo.png,4,clusters,5,3,17.44703746,2019-12-04 23:41:52,2019-12-04 23:42:10,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_three_8_hex.png,8,clusters,3,4,34.81542778,2019-12-04 23:42:10,2019-12-04 23:42:44,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_cities_4_hex.png,4,clusters,5,5,16.39930296,2019-12-04 23:42:44,2019-12-04 23:43:01,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_cities_9_geo.png,1,clusters,5,6,35.51011348,2019-12-04 23:43:01,2019-12-04 23:43:36,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_cities_12_hex.png,12,clusters,5,7,22.47322869,2019-12-04 23:43:36,2019-12-04 23:43:59,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_nwse_5_hex.png,5,clusters,4,8,27.93154979,2019-12-04 23:43:59,2019-12-04 23:44:27,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_three_9_hex.png,4,clusters,4,9,17.81351137,2019-12-04 23:44:27,2019-12-04 23:44:44,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_nwse_6_hex.png,4,clusters,4,10,42.31938577,2019-12-04 23:44:44,2019-12-04 23:45:27,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_nwse_3_geo.png,4,clusters,5,11,12.42285013,2019-12-04 23:45:27,2019-12-04 23:45:39,
A,45219448,Consented,She,Bach,35 - 44,No,nGfoZ3e,aus_cities_3_geo.png,11,clusters,5,12,28.26815867,2019-12-04 23:45:39,2019-12-04 23:46:08,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_nwse_5_geo.png,11,0,3,1,49.77351785,2019-12-04 23:42:34,2019-12-04 23:43:24,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_cities_4_geo.png,5,trend,3,2,1.140378698,2019-12-04 23:43:24,2019-12-04 23:44:32,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_nwse_2_hex.png,5,trend,3,3,0.039596319,2019-12-04 23:44:32,2019-12-04 23:44:32,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_nwse_6_geo.png,5,trend,4,4,0.043662548,2019-12-04 23:44:32,2019-12-04 23:44:32,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_cities_12_geo.png,6,trend,3,5,39.06309533,2019-12-04 23:44:32,2019-12-04 23:45:11,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_three_8_geo.png,6,trend,3,6,0.031474829,2019-12-04 23:45:11,2019-12-04 23:45:11,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_cities_9_hex.png,6,trend,3,7,0.040005684,2019-12-04 23:45:11,2019-12-04 23:45:12,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_three_12_hex.png,2,trend,2,8,19.17110014,2019-12-04 23:45:12,2019-12-04 23:45:31,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_three_5_hex.png,1,clusters,3,9,20.75961924,2019-12-04 23:45:31,2019-12-04 23:45:51,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_nwse_3_hex.png,4,clusters,3,10,35.00844908,2019-12-04 23:45:51,2019-12-04 23:46:26,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_cities_3_hex.png,4,clusters,4,11,10.0303061,2019-12-04 23:46:26,2019-12-04 23:46:37,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_cities_3_hex.png,3,trend,5,1,50.41538978,2019-12-04 23:39:51,2019-12-04 23:40:41,
B,44776946,Consented,He,High School,NA,No,YJFU63C,aus_three_9_geo.png,12,0,3,12,1.067451886,2019-12-04 23:46:37,2019-12-04 23:47:41,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_nwse_3_hex.png,3,trend,4,2,36.14685726,2019-12-04 23:40:41,2019-12-04 23:41:17,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_cities_4_geo.png,11,trend,5,3,40.44118786,2019-12-04 23:41:17,2019-12-04 23:41:58,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_three_5_hex.png,4,trend,3,4,1.227694412,2019-12-04 23:41:58,2019-12-04 23:43:11,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_three_9_geo.png,4,trend,5,5,27.12885904,2019-12-04 23:43:11,2019-12-04 23:43:39,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_nwse_5_geo.png,12,trend,3,6,41.0303216,2019-12-04 23:43:39,2019-12-04 23:44:20,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_three_12_hex.png,12,trend,3,7,0.03379178,2019-12-04 23:44:20,2019-12-04 23:44:20,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_cities_12_geo.png,6,trend,4,8,50.57736349,2019-12-04 23:44:20,2019-12-04 23:45:10,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_cities_9_hex.png,9,clusters,3,9,39.08884454,2019-12-04 23:45:10,2019-12-04 23:45:49,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_nwse_6_geo.png,4,trend,4,10,40.06222677,2019-12-04 23:45:49,2019-12-04 23:46:29,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_nwse_2_hex.png,2,clusters,4,11,30.91360283,2019-12-04 23:46:29,2019-12-04 23:47:00,
B,45400803,Consented,He,Bach,18 - 24,No,d0vBwxT,aus_three_8_geo.png,5,trend,3,12,51.56763244,2019-12-04 23:47:00,2019-12-04 23:47:52,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_nwse_2_hex.png,2,consistent,4,1,25.1858542,2019-12-04 23:42:16,2019-12-04 23:42:41,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_cities_4_geo.png,11,consistent,4,2,25.22581553,2019-12-04 23:42:41,2019-12-04 23:43:07,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_three_9_geo.png,4,clusters,5,3,21.55467582,2019-12-04 23:43:07,2019-12-04 23:43:28,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_nwse_5_geo.png,5,hotspots,5,4,17.81632423,2019-12-04 23:43:28,2019-12-04 23:43:46,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_cities_3_hex.png,3,clusters,5,5,2.154815928,2019-12-04 23:43:46,2019-12-04 23:45:55,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_cities_9_hex.png,9,clusters,4,6,14.38087201,2019-12-04 23:45:55,2019-12-04 23:46:10,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_three_12_hex.png,12,clusters,3,7,17.93713403,2019-12-04 23:46:10,2019-12-04 23:46:28,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_nwse_6_geo.png,6,trend,4,8,18.07840657,2019-12-04 23:46:28,2019-12-04 23:46:46,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_three_5_hex.png,4,clusters,3,9,30.37794423,2019-12-04 23:46:46,2019-12-04 23:47:16,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_cities_12_geo.png,6,consistent,4,10,28.28029561,2019-12-04 23:47:16,2019-12-04 23:47:44,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_three_8_geo.png,5,trend,4,11,19.93880749,2019-12-04 23:47:44,2019-12-04 23:48:04,
B,45351233,Consented,He,High School,25 - 34,No,uTnU49c,aus_nwse_3_hex.png,3,consistent,4,12,25.04102492,2019-12-04 23:48:04,2019-12-04 23:48:29,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_cities_4_geo.png,11,clusters,3,1,29.52799582,2019-12-04 23:42:20,2019-12-04 23:42:49,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_nwse_5_geo.png,5,clusters,4,2,23.07930994,2019-12-04 23:42:49,2019-12-04 23:43:12,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_nwse_2_hex.png,2,clusters,4,1,41.72565222,2019-12-04 23:44:20,2019-12-04 23:45:01,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_three_5_hex.png,5,trend,3,3,2.941435107,2019-12-04 23:43:12,2019-12-04 23:46:09,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_three_9_geo.png,4,trend,4,2,33.52090049,2019-12-04 23:45:01,2019-12-04 23:45:35,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_three_12_hex.png,6,trend,4,3,31.54623413,2019-12-04 23:45:35,2019-12-04 23:46:06,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_three_9_geo.png,6,clusters,3,4,12.99724317,2019-12-04 23:46:09,2019-12-04 23:46:22,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_nwse_3_hex.png,3,clusters,4,4,21.22733784,2019-12-04 23:46:06,2019-12-04 23:46:28,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_nwse_2_hex.png,9,hotspots,4,5,14.42879987,2019-12-04 23:46:22,2019-12-04 23:46:36,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_nwse_5_geo.png,7,clusters,3,5,28.68144202,2019-12-04 23:46:28,2019-12-04 23:46:56,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_cities_9_hex.png,9,hotspots,4,6,18.32790923,2019-12-04 23:46:36,2019-12-04 23:46:55,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_nwse_6_geo.png,6,clusters,4,6,24.64560843,2019-12-04 23:46:56,2019-12-04 23:47:21,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_nwse_6_geo.png,6,clusters,4,7,12.14744568,2019-12-04 23:46:55,2019-12-04 23:47:07,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_three_5_hex.png,4,clusters,3,7,14.68742418,2019-12-04 23:47:21,2019-12-04 23:47:36,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_cities_12_geo.png,3,hotspots,2,8,54.88653517,2019-12-04 23:47:07,2019-12-04 23:48:02,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_three_8_geo.png,2,clusters,4,8,28.38753462,2019-12-04 23:47:36,2019-12-04 23:48:04,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_nwse_3_hex.png,1,hotspots,3,9,12.18393683,2019-12-04 23:48:02,2019-12-04 23:48:14,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_cities_12_geo.png,2,clusters,4,9,0.186238527,2019-12-04 23:48:04,2019-12-04 23:48:04,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_three_12_hex.png,12,hotspots,4,10,11.45519948,2019-12-04 23:48:14,2019-12-04 23:48:25,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_cities_9_hex.png,9,trend,4,10,20.71079087,2019-12-04 23:48:04,2019-12-04 23:48:25,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_cities_4_geo.png,5,clusters,3,11,15.10379243,2019-12-04 23:48:25,2019-12-04 23:48:40,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_cities_3_hex.png,3,hotspots,4,11,33.32203579,2019-12-04 23:48:25,2019-12-04 23:48:59,
B,21110164,Consented,She,Masters,35 - 44,No,yV9v7mK,aus_three_8_geo.png,5,trend,4,12,15.47863722,2019-12-04 23:48:59,2019-12-04 23:49:14,
B,45265152,Consented,He,Bach,35 - 44,No,riA09mf,aus_cities_3_hex.png,3,trend,4,12,35.12517238,2019-12-04 23:48:40,2019-12-04 23:49:15,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_three_5_hex.png,5,trend,4,1,1.660152562,2019-12-04 23:44:06,2019-12-04 23:45:46,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_cities_9_hex.png,9,clusters,4,2,29.46184206,2019-12-04 23:45:46,2019-12-04 23:46:16,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_three_12_hex.png,12,trend,5,3,15.13752007,2019-12-04 23:46:16,2019-12-04 23:46:31,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_nwse_6_geo.png,4,trend,3,4,19.69271541,2019-12-04 23:46:31,2019-12-04 23:46:50,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_three_8_geo.png,5,hotspots,4,5,15.60705948,2019-12-04 23:46:50,2019-12-04 23:47:06,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_three_9_geo.png,4,trend,5,6,47.37710667,2019-12-04 23:47:06,2019-12-04 23:47:53,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_cities_3_hex.png,3,trend,4,7,14.37273026,2019-12-04 23:47:53,2019-12-04 23:48:08,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_nwse_2_hex.png,2,trend,5,8,14.425035,2019-12-04 23:48:08,2019-12-04 23:48:22,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_cities_4_geo.png,11,clusters,4,9,19.76869941,2019-12-04 23:48:22,2019-12-04 23:48:42,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_nwse_3_hex.png,1,trend,3,10,46.98919106,2019-12-04 23:48:42,2019-12-04 23:49:29,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_cities_12_geo.png,6,trend,4,11,12.00505948,2019-12-04 23:49:29,2019-12-04 23:49:41,
B,43726491,Consented,He,Bach,45 - 54,No,UwIPPR6,aus_nwse_5_geo.png,5,trend,4,12,24.48454952,2019-12-04 23:49:41,2019-12-04 23:50:05,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_three_8_geo.png,5,clusters,5,1,2.152733056,2019-12-04 23:44:23,2019-12-04 23:46:32,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_nwse_6_geo.png,6,clusters,5,2,26.16811252,2019-12-04 23:46:32,2019-12-04 23:46:58,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_cities_9_hex.png,9,clusters,5,3,18.95016623,2019-12-04 23:46:58,2019-12-04 23:47:17,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_three_9_geo.png,4,clusters,5,4,17.88843656,2019-12-04 23:47:17,2019-12-04 23:47:35,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_cities_12_geo.png,6,clusters,5,5,29.49040127,2019-12-04 23:47:35,2019-12-04 23:48:04,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_nwse_5_geo.png,6,clusters,5,6,0.052307367,2019-12-04 23:48:04,2019-12-04 23:48:04,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_cities_3_hex.png,6,clusters,5,7,0.057969809,2019-12-04 23:48:04,2019-12-04 23:48:04,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_nwse_3_hex.png,0,0,3,8,1.611472607,2019-12-04 23:48:04,2019-12-04 23:48:06,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_three_5_hex.png,5,clusters,5,9,22.94962931,2019-12-04 23:48:06,2019-12-04 23:48:29,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_cities_4_geo.png,11,clusters,5,10,15.34169436,2019-12-04 23:48:29,2019-12-04 23:48:44,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_nwse_2_hex.png,2,clusters,5,11,18.8851285,2019-12-04 23:48:44,2019-12-04 23:49:03,
B,45262854,Consented,She,High School,25 - 34,No,hPNxv33,aus_three_12_hex.png,12,clusters,5,12,1.439341768,2019-12-04 23:49:03,2019-12-04 23:50:29,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_cities_4_geo.png,11,consistent,4,1,1.104506715,2019-12-04 23:42:54,2019-12-04 23:44:00,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_cities_9_hex.png,1,clusters,3,2,2.04561971,2019-12-04 23:44:00,2019-12-04 23:46:03,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_cities_3_hex.png,3,clusters,3,3,1.045661557,2019-12-04 23:46:03,2019-12-04 23:47:06,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_three_12_hex.png,12,clusters,3,4,47.65659976,2019-12-04 23:47:06,2019-12-04 23:47:53,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_three_9_geo.png,12,clusters,3,5,0.04150939,2019-12-04 23:47:53,2019-12-04 23:47:53,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_three_5_hex.png,4,hotspots,3,6,37.98785543,2019-12-04 23:47:53,2019-12-04 23:48:31,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_nwse_2_hex.png,2,consistent,3,7,27.35111761,2019-12-04 23:48:31,2019-12-04 23:48:59,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_three_8_geo.png,5,hotspots,4,8,48.1575346,2019-12-04 23:48:59,2019-12-04 23:49:47,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_nwse_3_hex.png,0,0,3,9,14.49790215,2019-12-04 23:49:47,2019-12-04 23:50:01,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_nwse_6_geo.png,4,0,3,10,15.22170568,2019-12-04 23:50:01,2019-12-04 23:50:17,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_nwse_5_geo.png,4,trend,3,11,18.13268566,2019-12-04 23:50:17,2019-12-04 23:50:35,
B,44606448,Consented,He,Bach,25 - 34,No,ZmJmK0u,aus_cities_12_geo.png,6,consistent,3,12,37.03674698,2019-12-04 23:50:37,2019-12-04 23:51:14,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_cities_3_hex.png,3,trend,4,1,33.60005689,2019-12-04 23:42:10,2019-12-04 23:42:43,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_nwse_6_geo.png,4,hotspots,4,2,2.474106956,2019-12-04 23:42:43,2019-12-04 23:45:12,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_nwse_3_hex.png,4,trend,4,3,18.11846137,2019-12-04 23:45:12,2019-12-04 23:45:30,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_cities_9_hex.png,1,trend,4,4,2.632927509,2019-12-04 23:45:30,2019-12-04 23:48:08,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_three_12_hex.png,2,clusters,2,5,25.40277076,2019-12-04 23:48:08,2019-12-04 23:48:33,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_three_5_hex.png,4,trend,3,6,58.95697141,2019-12-04 23:48:33,2019-12-04 23:49:32,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_nwse_2_hex.png,2,trend,4,7,19.9903965,2019-12-04 23:49:32,2019-12-04 23:49:52,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_three_8_geo.png,5,trend,4,8,24.24429536,2019-12-04 23:49:52,2019-12-04 23:50:16,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_cities_12_geo.png,5,trend,4,9,0.093935251,2019-12-04 23:50:16,2019-12-04 23:50:16,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_three_9_geo.png,4,hotspots,4,10,22.3508811,2019-12-04 23:50:16,2019-12-04 23:50:39,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_nwse_5_geo.png,5,trend,4,11,15.944911,2019-12-04 23:50:39,2019-12-04 23:50:55,
B,45486594,Consented,He,Masters,35 - 44,No,ZAdb4hR,aus_cities_4_geo.png,11,consistent,5,12,31.47335863,2019-12-04 23:50:55,2019-12-04 23:51:26,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_three_8_hex.png,9,trend,3,1,1.703198659,2019-12-04 23:43:49,2019-12-04 23:45:31,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_cities_9_geo.png,1,clusters,5,2,1.234568286,2019-12-04 23:45:31,2019-12-04 23:46:45,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_nwse_3_geo.png,4,trend,3,3,35.87185693,2019-12-04 23:46:45,2019-12-04 23:47:21,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_cities_4_hex.png,4,clusters,3,4,37.74488831,2019-12-04 23:47:21,2019-12-04 23:47:59,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_nwse_2_geo.png,9,clusters,4,5,23.1462357,2019-12-04 23:47:59,2019-12-04 23:48:22,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_cities_3_geo.png,11,clusters,4,6,43.25581336,2019-12-04 23:48:22,2019-12-04 23:49:05,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_three_9_hex.png,1,trend,3,7,25.54463649,2019-12-04 23:49:05,2019-12-04 23:49:31,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_three_12_geo.png,2,trend,4,8,18.1762023,2019-12-04 23:49:31,2019-12-04 23:49:49,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_cities_12_hex.png,8,clusters,3,9,18.60066009,2019-12-04 23:49:49,2019-12-04 23:50:08,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_three_5_geo.png,4,trend,3,10,36.44237304,2019-12-04 23:50:08,2019-12-04 23:50:44,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_nwse_6_hex.png,1,clusters,3,11,17.26793313,2019-12-04 23:50:44,2019-12-04 23:51:01,
A,45184071,Consented,She,Bach,25 - 34,No,C86IExA,aus_nwse_5_hex.png,4,clusters,4,12,36.87043548,2019-12-04 23:51:01,2019-12-04 23:51:38,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_three_9_geo.png,4,clusters,5,1,1.100852005,2019-12-04 23:41:47,2019-12-04 23:42:53,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_nwse_5_geo.png,5,clusters,5,2,56.19095993,2019-12-04 23:42:53,2019-12-04 23:43:49,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_cities_9_hex.png,1,clusters,4,3,49.57087779,2019-12-04 23:43:49,2019-12-04 23:44:39,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_three_8_geo.png,5,clusters,4,4,57.69618154,2019-12-04 23:44:39,2019-12-04 23:45:36,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_three_12_hex.png,9,clusters,4,5,1.235399393,2019-12-04 23:45:36,2019-12-04 23:46:50,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_cities_3_hex.png,3,0,4,6,52.08115959,2019-12-04 23:46:50,2019-12-04 23:47:43,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_three_5_hex.png,1,trend,4,7,35.77417541,2019-12-04 23:47:43,2019-12-04 23:48:18,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_nwse_2_hex.png,2,clusters,4,8,1.123452044,2019-12-04 23:48:18,2019-12-04 23:49:26,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_cities_4_geo.png,11,clusters,4,9,1.240713636,2019-12-04 23:49:26,2019-12-04 23:50:40,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_nwse_3_hex.png,1,trend,3,10,43.77627707,2019-12-04 23:50:40,2019-12-04 23:51:24,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_cities_12_geo.png,6,hotspots,4,11,45.83804584,2019-12-04 23:51:24,2019-12-04 23:52:10,
B,45380995,Consented,He,Bach,35 - 44,No,CHbQUUb,aus_nwse_6_geo.png,6,trend,5,12,42.65034032,2019-12-04 23:52:10,2019-12-04 23:52:52,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_cities_12_hex.png,11,clusters,3,1,22.92919779,2019-12-04 23:49:18,2019-12-04 23:49:41,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_three_5_geo.png,4,trend,3,2,43.58678937,2019-12-04 23:49:41,2019-12-04 23:50:24,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_three_8_hex.png,9,hotspots,3,3,28.08644199,2019-12-04 23:50:24,2019-12-04 23:50:52,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_nwse_5_hex.png,5,clusters,3,4,25.32702088,2019-12-04 23:50:52,2019-12-04 23:51:18,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_cities_4_hex.png,4,hotspots,3,5,32.21674562,2019-12-04 23:51:18,2019-12-04 23:51:50,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_nwse_2_geo.png,2,0,3,6,23.77204871,2019-12-04 23:51:50,2019-12-04 23:52:14,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_three_12_geo.png,6,consistent,3,7,1.024800332,2019-12-04 23:52:14,2019-12-04 23:53:15,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_three_9_hex.png,6,trend,3,8,44.01762247,2019-12-04 23:53:15,2019-12-04 23:53:59,
